PERIOD,ID,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14,V_15,V_16,V_17,V_18,V_19,V_20,V_21,V_22,V_23,V_24,V_25,V_26,V_27,V_28,V_29,V_30,V_31,V_32,V_33,V_34,V_35,V_36,V_37,V_38,V_39,V_40,V_41,V_42,V_43
1,28,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,30.0,1.0,328.72,1195.85,1193.53,0.6,0.0,0.0,1.72,,0.0,0.0,0.0,315.6,,0.78,0.0,0.0,435.0,427.0,1.0,0.0,221.0,220.0,1.0,0.0,0.0,45.0,0.1175,0.0,0.0,45.0,0.0,0.0
2,28,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,277.37,1031.87,1026.2,0.0,0.0,0.0,5.67,0.0,0.0,0.0,0.0,952.9,,0.0,,0.0,,513.0,0.0,0.0,330.0,303.0,0.0,27.0,,46.0,109.813952164,0.0,0.0,46.0,0.0,0.0
3,28,31.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,189.58,,817.38,0.0,0.0,0.0,1.02,,0.0,0.0,0.0,1062.57,583.88,,478.68,0.0,356.0,352.0,,0.0,270.0,236.0,0.0,34.0,0.0,45.0,158.27337954633302,0.0,0.0,45.0,0.0,0.0
1,29,30.0,27.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,13.0,55.97,276.67,254.03,18.43,0.0,,4.21,1.0,0.0,0.0,751.221912,,110.17,17.95,0.0,0.0,240.0,207.0,29.0,0.0,154.0,121.0,33.0,0.0,0.0,91.0,,22.0,530.545061,91.0,0.0,0.0
2,29,29.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,29.0,20.0,18.02,242.93,208.0,32.73,0.0,,2.2,,,0.0,,170.4,132.6,36.23,1.57,0.0,271.0,216.0,49.0,0.0,186.0,127.0,55.0,4.0,0.0,76.0,10.229597293,24.0,449.15680599999996,,0.0,
3,29,29.0,28.0,0.0,1.0,1.0,0.0,0.0,,0.0,29.0,19.0,8.88,308.9,,41.07,0.0,0.0,0.13,,0.0,,,119.95,,22.5,3.32,0.0,232.0,184.0,43.0,0.0,147.0,107.0,36.0,4.0,0.0,79.0,17.515837318800003,25.0,662.2778139999999,79.0,0.0,0.0
1,30,27.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,26.0,4.0,90.33,404.17,374.37,29.67,0.0,0.0,0.13,3.0,0.0,0.0,,439.65,432.32,7.33,0.0,0.0,141.0,128.0,10.0,0.0,113.0,,7.0,0.0,0.0,100.0,1.105,0.0,0.0,100.0,0.0,0.0
2,30,22.0,0.0,,1.0,1.0,0.0,0.0,,0.0,20.0,9.0,76.03,,219.85,71.28,0.0,0.0,1.69,,0.0,0.0,0.0,287.53,251.47,36.07,0.0,0.0,140.0,105.0,31.0,0.0,116.0,,19.0,,0.0,100.0,5.4375,0.0,0.0,,0.0,0.0
3,30,,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,10.0,55.58,502.15,488.45,13.45,0.0,0.0,0.25,0.0,0.0,0.0,0.0,342.17,282.1,59.85,0.0,0.0,110.0,94.0,12.0,0.0,72.0,58.0,13.0,0.0,0.0,75.0,8.9975,0.0,0.0,75.0,0.0,0.0
1,31,18.0,8.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,16.0,0.0,32.63,95.87,90.83,0.0,0.0,0.0,5.04,0.0,0.0,0.0,,398.18,397.08,1.1,0.0,0.0,57.0,30.0,0.0,,95.0,93.0,2.0,0.0,0.0,0.0,0.165,8.0,236.613342,0.0,0.0,0.0
2,31,27.0,29.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,25.0,5.0,17.32,87.27,57.55,27.6,0.0,0.0,2.12,0.0,0.0,0.0,1865.853259,,115.88,1.08,0.0,0.0,100.0,74.0,,0.0,118.0,116.0,2.0,0.0,0.0,65.0,0.1425,26.0,1359.551739,65.0,0.0,0.0
3,31,29.0,28.0,,1.0,1.0,0.0,0.0,1.0,0.0,29.0,8.0,117.73,503.67,454.13,46.28,0.0,0.0,3.26,0.0,0.0,0.0,1455.1867320000001,130.2,130.2,0.0,0.0,,144.0,107.0,8.0,0.0,119.0,119.0,0.0,0.0,0.0,65.6,0.0,,1170.5040199999999,65.6,0.0,
1,32,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,16.77,121.95,121.85,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,456.98,443.75,1.22,12.02,0.0,112.0,110.0,0.0,0.0,103.0,101.0,1.0,1.0,0.0,0.0,53.053196396000004,0.0,0.0,0.0,0.0,
2,32,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.78,33.33,32.55,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,822.83,815.38,0.07,,0.0,,51.0,0.0,0.0,148.0,143.0,3.0,2.0,0.0,0.0,29.2534196672,0.0,0.0,,0.0,0.0
3,32,29.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,28.28,120.65,102.78,0.0,0.0,0.0,17.87,0.0,0.0,0.0,0.0,1085.02,1048.25,5.45,31.32,0.0,178.0,172.0,,0.0,223.0,,7.0,,0.0,0.0,41.443111893333295,,0.0,0.0,0.0,0.0
1,33,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.98,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08,3.08,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,2.5,0.0,0.0
2,33,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,6.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.22,10.22,0.0,0.0,0.0,5.0,,0.0,0.0,4.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0
3,33,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,9.0,0.0,4.1,,10.7,,0.0,0.0,0.0,0.0,,0.0,0.0,32.65,32.65,0.0,,0.0,11.0,11.0,0.0,0.0,9.0,,0.0,0.0,0.0,22.5,0.0,0.0,0.0,22.5,0.0,0.0
1,34,29.0,24.0,0.0,1.0,1.0,0.0,,1.0,0.0,28.0,10.0,82.92,357.52,329.02,24.12,0.0,0.0,,0.0,0.0,0.0,1197.212561,467.92,409.85,58.07,0.0,0.0,143.0,86.0,,0.0,90.0,66.0,24.0,0.0,0.0,110.0,9.38366666666667,,1178.357479,110.0,0.0,0.0
2,34,31.0,24.0,3.0,1.0,1.0,0.0,1.0,,0.0,30.0,9.0,83.92,388.3,320.97,62.15,0.0,0.0,5.18,1.0,71.0,0.0,1137.9053119999999,545.97,438.18,107.78,0.0,0.0,173.0,94.0,13.0,0.0,100.0,66.0,34.0,0.0,0.0,161.2,16.7225,24.0,1143.646962,161.2,0.0,0.0
3,34,29.0,31.0,3.0,,1.0,0.0,,1.0,,26.0,19.0,17.35,572.23,433.45,,0.0,0.0,16.18,1.0,2.0,0.0,1947.0169469999998,565.87,542.67,23.2,0.0,0.0,,67.0,,0.0,95.0,76.0,19.0,0.0,0.0,155.0,3.8925,31.0,,155.0,0.0,0.0
1,35,,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,24.0,14.0,23.42,177.88,123.83,,0.0,,0.33,2.0,,0.0,0.001123,305.2,224.6,80.6,0.0,0.0,90.0,62.0,24.0,0.0,109.0,63.0,46.0,0.0,,,12.155,0.0,0.0,117.5,0.0,0.0
2,35,27.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,26.0,9.0,29.48,104.88,,12.2,0.0,0.0,0.0,1.0,,0.0,0.0,160.98,140.45,,0.0,0.0,77.0,,15.0,0.0,84.0,65.0,19.0,0.0,0.0,77.5,3.1025,0.0,0.0,77.5,,0.0
3,35,28.0,0.0,3.0,1.0,1.0,0.0,1.0,,0.0,27.0,9.0,,152.0,127.7,16.58,0.0,0.0,7.72,2.0,1.0,0.0,,168.23,120.6,27.82,19.82,0.0,,57.0,16.0,0.0,87.0,64.0,22.0,1.0,0.0,93.85,61.5930843216667,0.0,0.0,93.85,0.0,0.0
1,36,30.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,30.0,0.0,407.17,1259.02,1258.98,,0.0,0.0,0.04,0.0,0.0,0.0,,719.7,719.13,0.12,,0.0,182.0,181.0,0.0,0.0,114.0,112.0,,0.0,0.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0
2,36,31.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,,0.0,337.57,1664.73,1663.72,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.08089600000000001,757.93,757.8,,0.0,,178.0,175.0,0.0,0.0,91.0,90.0,1.0,0.0,0.0,112.0,0.0,,0.0,112.0,0.0,0.0
3,36,30.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,30.0,0.0,227.48,1008.9,1008.9,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,417.5,415.75,1.75,0.0,0.0,,148.0,0.0,0.0,81.0,79.0,2.0,0.0,,69.73,0.2475,0.0,0.0,69.73,0.0,
1,37,29.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,,29.0,5.0,59.78,209.88,205.58,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.001364,199.2,179.68,19.52,0.0,,87.0,81.0,,0.0,125.0,117.0,8.0,0.0,0.0,95.46,,0.0,0.0,95.46,0.0,0.0
2,37,30.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,4.0,26.7,129.78,124.48,5.3,0.0,0.0,,0.0,,0.0,0.565589,78.0,72.67,5.33,0.0,0.0,56.0,50.0,6.0,0.0,56.0,46.0,,0.0,,86.57,0.81,0.0,0.0,86.57,0.0,0.0
3,37,31.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,,31.0,4.0,34.72,137.82,,3.88,,0.0,0.01,0.0,0.0,0.0,,87.75,72.62,15.13,0.0,0.0,53.0,49.0,4.0,0.0,44.0,30.0,,,0.0,95.41,2.085,0.0,,,0.0,0.0
1,38,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,2.6,0.5,0.0,,0.0,2.1,0.0,0.0,0.0,0.0,60.3,59.25,1.05,0.0,0.0,14.0,4.0,0.0,0.0,53.0,51.0,2.0,,0.0,0.0,0.16,0.0,0.0,0.0,,0.0
2,38,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,,,5.87,0.68,0.0,0.0,0.0,5.19,0.0,0.0,0.0,0.0,89.68,88.08,1.6,0.0,0.0,8.0,3.0,0.0,0.0,54.0,52.0,,0.0,,0.0,0.9925,0.0,0.0,0.0,0.0,0.0
3,38,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.15,0.0,0.0,0.0,4.37,,0.0,0.0,0.0,67.62,63.55,4.07,0.0,0.0,8.0,,0.0,0.0,62.0,60.0,2.0,0.0,0.0,0.0,0.615,0.0,0.0,0.0,0.0,0.0
1,39,24.0,5.0,7.0,1.0,1.0,,1.0,1.0,0.0,24.0,5.0,86.45,,380.77,1.43,0.0,0.0,0.0,4.0,0.0,,13.276964000000001,415.23,410.5,4.73,0.0,0.0,198.0,192.0,6.0,0.0,309.0,297.0,12.0,0.0,0.0,122.6,0.71,,9.254723,122.6,0.0,
2,39,31.0,18.0,2.0,,1.0,0.0,1.0,1.0,0.0,31.0,8.0,104.98,615.37,610.15,,0.0,,0.0,4.0,0.0,0.0,,594.47,579.63,14.83,0.0,0.0,343.0,332.0,11.0,0.0,437.0,409.0,28.0,0.0,0.0,72.6,2.2275,14.0,115.51186499999999,72.6,0.0,0.0
3,39,,16.0,10.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,,77.92,631.82,619.02,12.8,0.0,0.0,0.0,11.0,2.0,0.0,,560.22,555.42,4.8,0.0,,375.0,355.0,20.0,0.0,481.0,465.0,16.0,0.0,0.0,78.45,0.7225,14.0,116.594844,78.45,0.0,0.0
1,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,50.78,46.87,3.92,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,1.0,0.0,0.0,0.0,0.5875,,0.0,0.0,0.0,0.0
2,40,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,32.92,30.0,2.92,0.0,0.0,,0.0,0.0,,6.0,,1.0,0.0,0.0,,0.4375,0.0,0.0,0.0,0.0,0.0
3,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.57,5.57,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,41,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,15.67,0.92,,0.0,-0.01,0.0,0.0,0.0,0.0,66.95,66.95,0.0,0.0,0.0,10.0,8.0,2.0,0.0,40.0,40.0,0.0,0.0,0.0,36.5,0.0,0.0,,,,0.0
2,41,3.0,0.0,0.0,1.0,1.0,,0.0,0.0,0.0,2.0,,0.0,15.42,12.57,2.77,0.0,0.0,0.08,0.0,0.0,0.0,,64.45,64.45,0.0,0.0,,5.0,3.0,1.0,0.0,36.0,36.0,0.0,0.0,,35.0,0.0,0.0,0.0,35.0,0.0,0.0
3,41,5.0,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,5.0,0.0,2.68,12.47,12.47,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,104.75,104.75,0.0,0.0,0.0,7.0,7.0,0.0,0.0,58.0,,0.0,0.0,0.0,35.0,,0.0,0.0,35.0,0.0,0.0
1,42,28.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,104.2,304.25,304.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,497.23,497.23,,0.0,0.0,233.0,233.0,0.0,0.0,267.0,267.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,46.0,0.0,0.0
2,42,31.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,31.0,1.0,63.7,306.28,,1.17,,0.0,1.09,0.0,0.0,0.0,0.0,324.93,321.77,3.17,,0.0,195.0,190.0,1.0,0.0,229.0,227.0,,0.0,0.0,,,0.0,0.0,49.47,0.0,0.0
3,42,31.0,,1.0,1.0,0.0,0.0,1.0,,0.0,31.0,0.0,,270.85,270.52,0.0,,0.0,0.33,4.0,0.0,0.0,0.0,319.47,317.93,1.53,,0.0,262.0,259.0,0.0,0.0,298.0,297.0,1.0,0.0,0.0,32.0,0.2325,0.0,0.0,32.0,0.0,0.0
1,43,,25.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,6.0,75.47,748.45,705.75,41.77,,0.0,,0.0,0.0,0.0,816.491307,909.28,829.92,,0.0,0.0,275.0,266.0,,0.0,,241.0,20.0,0.0,0.0,50.0,10.8425,25.0,767.434352,50.0,0.0,0.0
2,43,,28.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,22.0,5.0,140.55,356.88,348.77,8.12,,0.0,-0.01,0.0,0.0,1.0,6906.72095,498.22,494.03,4.18,0.0,0.0,82.0,77.0,,0.0,125.0,117.0,8.0,0.0,0.0,52.2,0.63,27.0,6714.040792,52.2,0.0,0.0
3,43,31.0,31.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,1.0,74.6,493.7,486.5,7.2,0.0,0.0,0.0,1.0,0.0,0.0,5637.392372,463.5,377.02,21.72,64.77,0.0,149.0,147.0,2.0,0.0,125.0,115.0,3.0,7.0,0.0,157.31,24.3646566246667,31.0,5657.603539,157.31,0.0,0.0
1,44,26.0,30.0,2.0,1.0,1.0,,1.0,1.0,0.0,25.0,9.0,32.5,336.58,174.95,158.95,0.0,0.0,2.68,3.0,0.0,0.0,2056.62983,205.5,188.42,,0.0,0.0,156.0,123.0,28.0,0.0,114.0,100.0,14.0,0.0,0.0,75.0,2.6025,4.0,141.29368200000002,75.0,0.0,0.0
2,44,31.0,31.0,3.0,1.0,1.0,,1.0,1.0,0.0,30.0,12.0,86.88,332.37,279.37,39.3,0.0,0.0,13.7,1.0,2.0,0.0,2314.3495420000004,,341.98,28.7,0.02,0.0,208.0,180.0,19.0,0.0,185.0,171.0,13.0,1.0,0.0,75.0,4.33472484433333,8.0,1056.26554,,1.0,0.11473199999999999
3,44,30.0,31.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,30.0,20.0,176.58,653.73,530.05,121.32,0.0,,2.36,4.0,0.0,0.0,2005.7577260000003,352.9,343.08,9.82,,0.0,355.0,,65.0,0.0,163.0,139.0,24.0,0.0,0.0,75.0,1.735,7.0,222.045177,75.0,0.0,0.0
1,45,30.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,,30.0,10.0,207.38,1024.7,979.07,43.95,,,1.68,9.0,3.0,0.0,0.0,561.48,492.85,,0.0,0.0,489.0,466.0,17.0,0.0,266.0,234.0,32.0,0.0,0.0,90.0,,0.0,,76.0,,0.0
2,45,31.0,,5.0,1.0,1.0,0.0,1.0,1.0,0.0,31.0,5.0,236.83,912.28,,37.98,0.0,0.0,0.62,13.0,2.0,0.0,1.0057530000000001,617.97,,19.67,0.0,0.0,460.0,443.0,10.0,0.0,275.0,267.0,8.0,0.0,0.0,206.0,,1.0,1.0057530000000001,150.0,0.0,0.0
3,45,31.0,1.0,9.0,1.0,1.0,,1.0,1.0,0.0,31.0,9.0,257.55,1326.15,1304.92,17.35,0.0,0.0,3.88,12.0,3.0,,33.783384999999996,767.72,707.23,60.48,0.0,0.0,529.0,506.0,12.0,0.0,294.0,257.0,37.0,0.0,0.0,25.6,8.8625,1.0,23.72721,6.6,,0.0
1,46,29.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28.0,1.0,,658.05,652.68,0.25,4.68,0.0,0.44,1.0,0.0,0.0,0.0,605.95,588.08,17.87,0.0,0.0,134.0,125.0,1.0,2.0,,136.0,6.0,0.0,0.0,81.0,2.28,0.0,0.0,81.0,0.0,0.0
2,46,26.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,22.0,,104.5,367.58,365.5,1.48,0.0,0.0,0.6,,0.0,,0.0,,,6.93,0.0,,104.0,,1.0,0.0,96.0,92.0,4.0,0.0,0.0,67.0,,0.0,0.0,67.0,0.0,0.0
3,46,24.0,0.0,1.0,1.0,1.0,0.0,1.0,,0.0,24.0,1.0,68.82,375.67,374.3,0.65,0.0,0.0,0.72,2.0,0.0,0.0,,518.12,514.93,3.18,0.0,0.0,73.0,70.0,1.0,0.0,102.0,99.0,3.0,0.0,0.0,67.0,,0.0,0.0,67.0,0.0,0.0
1,47,28.0,30.0,,1.0,,,1.0,1.0,0.0,28.0,3.0,57.67,,,4.23,0.0,0.0,0.0,2.0,1.0,,1865.597065,707.68,706.78,0.9,0.0,,85.0,81.0,4.0,0.0,104.0,103.0,,0.0,0.0,95.0,0.1375,19.0,63.147736,40.0,,0.0
2,47,,31.0,,1.0,1.0,0.0,1.0,1.0,0.0,30.0,2.0,197.15,804.62,797.67,5.85,0.0,0.0,1.1,2.0,0.0,0.0,2032.485055,,,0.0,,0.0,100.0,94.0,4.0,0.0,71.0,71.0,0.0,0.0,0.0,117.0,0.1575,21.0,219.22473,62.0,0.0,0.0
3,47,,,4.0,,0.0,0.0,1.0,1.0,,29.0,0.0,83.37,,381.2,0.0,0.0,0.0,0.85,5.0,0.0,0.0,309.850344,875.38,874.48,0.9,0.0,0.0,99.0,98.0,0.0,0.0,103.0,102.0,1.0,0.0,0.0,0.0,0.265,11.0,16.788072,0.0,0.0,0.0
1,48,30.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,,5.0,517.58,1323.53,1296.97,26.57,0.0,0.0,-0.01,1.0,0.0,0.0,0.0009449999999999999,623.35,623.0,0.35,0.0,0.0,239.0,229.0,10.0,0.0,93.0,,1.0,0.0,0.0,40.0,0.3779997633333329,0.0,0.0,40.0,0.0,0.0
2,48,31.0,0.0,,1.0,1.0,0.0,1.0,0.0,0.0,31.0,5.0,358.23,1710.88,1662.75,48.13,0.0,0.0,0.0,4.0,0.0,,0.0,619.25,,0.7,0.0,0.0,303.0,298.0,5.0,0.0,105.0,,1.0,0.0,0.0,39.0,0.1075,0.0,0.0,39.0,0.0,0.0
3,48,31.0,,0.0,1.0,1.0,,0.0,0.0,0.0,31.0,8.0,277.6,1506.62,1432.67,73.95,0.0,,0.0,0.0,0.0,0.0,0.0,725.4,721.73,3.67,0.0,0.0,,275.0,9.0,0.0,146.0,143.0,3.0,0.0,,35.0,0.48,0.0,0.0,35.0,0.0,0.0
1,49,22.0,27.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,15.0,15.0,45.83,167.43,,53.33,0.0,0.0,20.35,5.0,1.0,0.0,2890.3950649999997,172.37,144.82,26.98,0.57,0.0,72.0,,31.0,0.0,86.0,66.0,17.0,3.0,0.0,213.67,5.72011898166667,,2741.174675,213.67,0.0,0.0
2,49,22.0,30.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,21.0,11.0,50.62,135.43,114.83,,0.0,0.0,0.53,0.0,0.0,0.0,953.0603990000001,334.33,310.23,23.93,0.17,0.0,74.0,50.0,18.0,0.0,116.0,89.0,,1.0,0.0,185.0,3.9902811866666696,30.0,923.082502,185.0,0.0,0.0
3,49,22.0,31.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,15.0,12.0,86.0,166.38,,35.68,0.0,0.0,2.42,3.0,0.0,,841.0107009999999,141.97,109.87,32.1,,0.0,53.0,22.0,29.0,0.0,74.0,44.0,30.0,,0.0,155.0,4.8625,31.0,698.533215,155.0,0.0,0.0
1,50,20.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,1.0,0.63,81.15,79.93,1.22,0.0,0.0,0.0,4.0,0.0,0.0,0.0,237.63,214.43,23.2,0.0,0.0,115.0,114.0,1.0,0.0,,190.0,15.0,0.0,0.0,157.5,3.48,0.0,,157.5,0.0,0.0
2,50,23.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,23.0,3.0,0.3,132.05,130.52,1.53,0.0,0.0,0.0,3.0,0.0,0.0,0.0,238.07,232.3,5.77,0.0,0.0,149.0,146.0,3.0,0.0,207.0,200.0,,0.0,,157.5,0.865,0.0,0.0,157.5,0.0,0.0
3,50,24.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,24.0,2.0,0.55,98.55,96.52,1.92,0.0,0.0,0.11,,0.0,0.0,,,180.73,,0.0,0.0,126.0,,2.0,0.0,194.0,180.0,14.0,0.0,,157.5,2.0925,0.0,0.0,157.5,0.0,0.0
1,51,30.0,0.0,,1.0,1.0,0.0,1.0,,0.0,29.0,8.0,163.8,366.12,323.07,39.15,0.0,0.0,3.9,0.0,,0.0,0.0,386.28,371.27,13.62,1.4,0.0,,200.0,,0.0,265.0,251.0,12.0,2.0,0.0,105.0,4.131920858,0.0,0.0,105.0,0.0,0.0
2,51,30.0,0.0,4.0,,1.0,1.0,1.0,0.0,0.0,30.0,3.0,156.03,315.43,311.27,4.07,0.1,0.0,-0.01,5.0,0.0,3.0,0.0,546.53,504.95,,5.93,0.0,164.0,160.0,3.0,,260.0,241.0,15.0,4.0,0.0,136.6,11.211608632,0.0,0.0,,0.0,0.0
3,51,31.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,31.0,3.0,170.85,671.53,666.7,4.83,,0.0,0.0,1.0,,0.0,0.0,,509.13,37.55,0.0,0.0,,178.0,3.0,0.0,,207.0,17.0,0.0,0.0,100.0,5.6275,0.0,0.0,100.0,0.0,0.0
1,52,26.0,29.0,1.0,1.0,1.0,0.0,,1.0,,3.0,,3.62,139.9,,,0.0,0.0,0.0,1.0,0.0,0.0,59747.459273,42.38,35.93,6.43,0.02,,84.0,5.0,79.0,0.0,,4.0,7.0,1.0,0.0,142.79,1.05293237166667,30.0,59624.128963,142.79,0.0,0.0
2,52,29.0,31.0,,1.0,1.0,0.0,1.0,1.0,0.0,9.0,29.0,5.67,319.35,10.97,308.38,0.0,0.0,0.0,0.0,4.0,0.0,45171.157502999995,37.45,15.78,21.65,0.02,0.0,157.0,,145.0,0.0,20.0,,14.0,1.0,0.0,144.13,3.35222484433333,31.0,46054.673098,144.13,0.0,0.0
3,52,2.0,12.0,1.0,,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,10.67,0.98,9.68,0.0,0.0,0.01,0.0,1.0,0.0,,17.03,14.02,3.02,0.0,0.0,5.0,1.0,4.0,0.0,11.0,6.0,5.0,0.0,0.0,0.6,0.4575,12.0,18238.181382,0.6,0.0,0.0
1,53,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.72,0.0,0.0,0.0,0.0,140.1,140.1,,0.0,0.0,9.0,,0.0,0.0,88.0,88.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,53,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.32,0.0,0.0,0.0,,1.32,0.0,0.0,0.0,0.0,154.92,,1.6,0.0,0.0,12.0,0.0,0.0,0.0,81.0,80.0,1.0,,0.0,0.0,0.24,0.0,0.0,0.0,,0.0
3,53,9.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,1.25,0.0,,0.0,0.0,64.5,63.2,,0.0,0.0,10.0,0.0,0.0,0.0,26.0,23.0,3.0,,0.0,0.0,0.21,0.0,0.0,0.0,0.0,
1,54,30.0,29.0,0.0,1.0,1.0,0.0,,1.0,0.0,30.0,2.0,111.92,318.8,315.77,2.9,0.0,0.0,0.13,0.0,0.0,0.0,2834.7344329999996,371.97,370.48,0.92,0.45,0.0,155.0,148.0,,0.0,197.0,191.0,,1.0,0.0,60.0,86.7352368708,29.0,2784.802711,60.0,0.0,0.0
2,54,,27.0,,1.0,1.0,0.0,1.0,1.0,0.0,30.0,1.0,57.93,183.3,181.05,2.18,0.0,0.0,0.07,0.0,0.0,1.0,2331.56749,364.73,362.33,,0.0,0.0,132.0,129.0,2.0,0.0,177.0,172.0,5.0,,0.0,62.2,,27.0,2246.082005,62.2,,0.0
3,54,28.0,29.0,0.0,1.0,,0.0,0.0,1.0,0.0,,1.0,31.23,239.7,,1.25,,0.0,0.5,0.0,,0.0,4385.2928090000005,311.05,305.15,5.9,0.0,0.0,,141.0,2.0,,141.0,138.0,3.0,0.0,0.0,67.0,0.8875,28.0,4318.5130340000005,67.0,0.0,0.0
1,55,25.0,28.0,0.0,1.0,,0.0,0.0,1.0,0.0,20.0,19.0,23.63,282.13,132.82,,0.0,0.0,0.03,0.0,0.0,0.0,483.08917599999995,227.73,,154.65,,0.0,139.0,82.0,56.0,0.0,114.0,58.0,56.0,,0.0,219.0,22.88,28.0,387.622787,119.0,0.0,0.0
